incidentid,age,age category ,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20060310NYISN,14,Minor,Male,Unknown,Student,Surrendered,No,None,,,,
20060310NYISN,16,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
20060314NVPIR,14,Minor,Male,White,Student,Subdued by Students/Staff/Other,No,None,,,,
20060405DCROW,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20060418TXWEH,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20060424NCEAC,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20060505FLPAM,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
20060522SCBUI,19,Adult,Male,Unknown,Student,Apprehended/Killed by SRO,No,None,,,,
20060525PANON,18,Adult,Male,Unknown,Student,Surrendered,No,None,,,,
20060605CAVEL,,Unknown,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20060606INWIG,19,Adult,Male,Unknown,Relative,Fled/Apprehended,No,None,Reckless homicide and possession of firearm,,N/A,
20060615MIPED,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20060731FLYOT,54,Adult,Male,Hispanic,Intimate Relationship,Suicide,Yes,Suicide,,,,
20060815KYJTV,13,Minor,Male,Unknown,Student,Surrendered,No,None,,,,
20060817TXMEA,20,Adult,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder,,N/A,
20060817TXMEA,17,Teen,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Aggrevated Assault,,Yes,
20060819OHSOY,25,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20060820GALYH,Teen,Adult,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20060821INCAN,16,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20060824VTESE,26,Adult,Male,Black,Intimate Relationship,Fled/Apprehended,No,Wounded,,,,
20060829DCANW,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20060830NCORH,18,Adult,Male,Hispanic,Former Student,Surrendered,No,None,,,,
20060831ALOXO,21,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20060905TNKIM,Adult,Adult,,Unknown,Parent,Fled/Escaped,No,None,,,,
20060908TXSOF,Adult,Adult,Male,Unknown,Police Officer/SRO,Law Enforcement,No,None,,N/A,,
20060913MOWEC,17,Teen,Male,Unknown,Student,Apprehended/Killed by LE,No,Wounded,,,No,
20060921DCCAW,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20060927COPLB,53,Adult,Male,White,Unknown,Suicide,Yes,Suicide,,,,
20060929WIWEC,15,Teen,Male,White,Student,Subdued by Students/Staff/Other,No,None,,First degree intentional homicide,Yes,
20061002PAWEN,32,Adult,Male,White,No Relation,Suicide,Yes,Suicide,,,,
20061009MOMEJ,13,Minor,Male,White,Student,Surrendered,No,None,,,,
20061010NYPOP,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20061012MDGRB,8,Minor,Male,Unknown,Student,Unknown,No,None,,,,
20061017TXSEK,16,Teen,Female,Unknown,Student,Suicide,Yes,Suicide,,,,
20061031TNHAK,39,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,,,
20061111CALIO,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20061122GASAA,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20061201NCJOT,20,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20061207NENOO,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20061211ILCLC,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20061212PASPS,16,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20061213PABAB,Teen,Adult,Male,Unknown,Student,Unknown,No,None,Shooter was suspended for 10 days and could face expulsion and/or criminal charges,,,
20061214PAMCC,17,Teen,Male,White,Student,Suicide,Yes,Suicide,,,,
20070102NCWEF,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20070103WAHET,18,Adult,Male,Asian,Student,Surrendered,No,None,,,,
20070104MINOD,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20070108OHROC,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20070109CAGRV,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20070109NVWEL,Adult,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,,,
20070118PAWIP,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
20070124TNHAS,17,Teen,Male,Unknown,Student,Attempted Suicide,No,Wounded,,,,
20070131ILHIC,,Unknown,Male,Unknown,Nonstudent,Fled/Escaped,No,None,,,,
20070207FLPAJ,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20070208ORCRP,18,Adult,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20070208TXSTP,Teen,Adult,Male,Unknown,Student,Unknown,No,None,,,,
20070226CASLA,12,Minor,Male,Unknown,Student,Unknown,No,None,,,,
20070227GACLA,10,Minor,Male,Unknown,Student,Unknown,No,None,,,,
20070307CACEC,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20070307MIHEM,17,Teen,Male,Unknown,Intimate Relationship,Suicide,Yes,Suicide,,,,
20070307TXGRG,16,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20070308TNEAC,62,Adult,Male,Unknown,Other Staff,Suicide,No,Wounded,,,,
20070323FLUNO,10,Minor,Male,Unknown,Student,Unknown,No,None,Two students charged with bringing a weapon to school and battery,,,
20070327CTSAH,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20070329SCMYM,18,Adult,Male,Unknown,Student,Surrendered,No,Wounded,,,,
20070410ILCHC,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20070410ORSPG,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20070418NCNOH,16,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,N/A,,,
20070503OHGED,16,Teen,Male,Unknown,Unknown,Apprehended/Killed by LE,No,None,"charged with ten counts of delinquency by reason of felonious assault, one count of inducing panic and one count of vandalism",,,
20070504TXTIE,15,Teen,Female,Unknown,Student,Suicide,Yes,Suicide,,,,
20070510MIHED,,Unknown,,Unknown,Unknown,Fled/Escaped,No,Wounded,,,,
20070512TXWEM,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Three suspects charged with aggravated assault,,,
20070515TXLIL,14,Minor,Male,Unknown,Student,Surrendered,No,None,,,,
20070523RIOAC,11,Minor,Male,Unknown,Student,Subdued by Students/Staff/Other,No,None,charged with disorderly conduct and felony assault with the use of a device similar to a firearm,,,
20070530NCVAG,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20070531NCNOG,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20070617SCBRB,21,Adult,Male,Unknown,No Relation,Surrendered,No,None,charged with assault and battery with intent to kill and possession of a weapon on school grounds,,N/A,
20070628TXDAD,17,Teen,Male,Unknown,Rival School Student,Fled/Apprehended,No,None,Lecorian Tubbs: Aggravated assault,,,
20070709ILCAC,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20070804NJMON,19,Adult,Male,Unknown,Unknown,Fled/Apprehended,No,None,1st degree murder X3,"Guilty, life in prison w/o parole",,
20070928CALAO,17,Teen,Male,White,Student,Surrendered,No,None,,,,
20070930AZSSP,18,Adult,Male,Other,Unknown,Fled/Escaped,No,None,,,,
20071001CTPLM,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20071010OHSUC,14,Minor,Male,White,Student,Suicide,Yes,Suicide,,,,
20071024TNMAM,15,Teen,Male,Unknown,Student,Unknown,No,None,Aggravated assault,,,
20071105LAJOR,13,Minor,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20071126NYHOH,17,Teen,Male,White,Student,Unknown,No,None,Y,"Charged with second degree criminal possession of weapon, first degree criminal endangerment",No,
20071221CABAU,21,Adult,Male,Hispanic,No Relation,Fled/Apprehended,No,None,,,,
20080204TNHAM,16,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20080211TNMIM,17,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
20080214CAEOO,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,1st degree murder,Voluntary manslaughter,null,null
20080306ALDAM,18,Adult,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20080416CAROF,Adult,Adult,,Unknown,Police Officer/SRO,Law Enforcement,No,None,,,,
20080516LAMAT,Teen,Adult,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20080811WAWAK,49,Adult,Male,Unknown,No Relation,Unknown,No,None,charged with first-degree assault and felony harassment,,,
20080814WALAF,17,Teen,Male,Hispanic,Relative,Fled/Apprehended,No,None,First degree murder,,,
20080821TNCEK,15,Teen,Male,Hispanic,Student,Fled/Apprehended,No,None,First degree murder,,,
20080902OHSOW,15,Teen,Male,Unknown,Student,Surrendered,No,None,,,,
20080915CAMIS,17,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,,,,
20080919CAGEA,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20081016MIHED,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20081020CAVAA,14,Minor,Male,White,Student,Suicide,Yes,Suicide,,,,
20081023ALPRP,50,Adult,Male,Unknown,Parent,Surrendered,No,None,Attempted murder,,,
20081029CAELG,10,Minor,Male,Unknown,Student,Subdued by Students/Staff/Other,No,None,Assault with deadly weapon and bringing a weapon to school,,,
20081031MESTS,55,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,,,,
20081103CABEB,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,No suspect to charge,No Suspect,,
20081103CAELO,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,No suspect to charge,No Suspect,,
20081112FLDIF,15,Teen,Female,Black,Student,Fled/Apprehended,No,None,,2nd degree murder,,
20081115COTHL,18,Adult,Male,Unknown,Student,Apprehended/Killed by LE,No,None,,"Murder, 38 years",,
20081115UTDES,15,Teen,Male,Unknown,Student,Other,No,None,N/A,,,
20081118CACEC,18,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20081118CACOO,13,Minor,Male,Unknown,Student,Surrendered,No,None,,,,
20081125TXNOH,18,Adult,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20081130CAOAG,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20081202CAKIK,17,Teen,Male,Unknown,Unknown,Fled/Apprehended,No,None,"Murder, attempted murder","Guilty, three consecutive life sentences (85 years before eligible for parole)",Yes,
20081205MNSHF,34,Adult,Male,Unknown,Teacher,Suicide,Yes,Suicide,N/A,,N/A,
20081212NCGUA,16,Teen,Female,Unknown,Unknown,Surrendered,No,None,Involuntary manslaughter,,,
20081212NYWIM,27,Adult,Male,Black,Unknown,Fled/Apprehended,No,None,X,"18 years; Tomlinson pleaded guilty to second-degree attempted murder, assault, criminal possession of a weapon, two counts of criminal use of a firearm and three counts of criminal possession of a controlled substance for cocaine.",N/A,
20081221SCSUS,22,Adult,Male,Unknown,Unknown,Fled/Apprehended,No,None,"assault and battery with intent to kill, possession of a firearm during the commission of a violent crime and unlawful carrying of a pistol",,N/A,
20081222FLLAL,47,Adult,Female,White,Unknown,Suicide,Yes,Suicide,,,,
20081227PAWIP,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20081231GASHS,18,Adult,Female,Unknown,Unknown,Unknown,No,None,"Aggravated assault, possession of firearm on school property",,,
20081231OKKEN,68,Adult,Male,Unknown,Unknown,Suicide,Yes,Suicide,,,,
20090108DEWIN,Adult,Adult,Female,Unknown,Police Officer/SRO,Law Enforcement,No,None,,,,
20090109ILDUC,18,Adult,Male,Black,Student,Fled/Apprehended,No,None,,,,
20090114ILPEC,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20090120ILCOC,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Y,Minors charged with simple assault,No,
20090120ILCOC,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Y,Minors charged with simple assault,No,
20090120MIBEM,18,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Y,Charged with 4 counts of assault with the intent to murder,No,
20090120PAEAE,15,Teen,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"Unknown charges, 15YOM latino teen charged as adult",,Yes,
20090123ILCAC,18,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Y,Pled guilty to second degree murder.,No,
20090127NCCLC,18,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Y,Pled guilty to discharging firearm on educational property,No,
20090210CABAE,9,Minor,Male,Unknown,Student,Unknown,No,None,,,No,
20090211NCSCZ,11,Minor,Male,Unknown,Student,Surrendered,No,None,Y - against shooter's father,,No,
20090217MICED,17,Teen,Male,Unknown,Nonstudent,Fled/Escaped,No,Wounded,Y - against shooter's father,,,
20090217MICED,19,Adult,Male,Unknown,Nonstudent,Fled/Escaped,No,Wounded,Y - against shooter's father,,,
20090220CAJOH,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20090223CTBRN,19,Adult,Male,Unknown,Nonstudent,Fled/Escaped,No,Wounded,N,N/A,No,
20090302SDROS,10,Minor,Male,Unknown,Student,Apprehended/Killed by LE,No,None,Y,Charged with simple assault,No,
20090306NCWEF,19,Adult,Male,Unknown,Unknown,Fled/Apprehended,No,None,,,,
20090310FLRIJ,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
20090310FLRIJ,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,,,,
20090311TXCYH,Teen,Adult,Male,Unknown,Student,Unknown,No,None,Y,,No,
20090413CALOL,,Unknown,Male,Hispanic,Unknown,Fled/Escaped,No,None,N,N/A,No,
20090501WISHS,17,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,No suspect to charge,N/A,N/A,
20090505NYCAC,17,Teen,Male,White,Student,Suicide,Yes,Suicide,No suspect to charge,N/A,N/A,
20090518LALAL,15,Teen,Male,White,Student,Suicide,Yes,Suicide,,,,
20090615CAINS,,Unknown,Male,Unknown,Unknown,Fled/Apprehended,No,None,,,,
20090624IAAPP,24,Adult,Male,White,Former Student,Fled/Apprehended,No,None,Murder,Guilty - first degree murder,,
20090827NCWEF,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,,
20090908CTSTS,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Y,,,
20090916VAVIG,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Y,,Yes,
20091008NYMAM,28,Adult,Male,Unknown,No Relation,Unknown,No,None,,,Yes,
20091016SCCAC,Adult,Adult,Male,Unknown,Police Officer/SRO,Law Enforcement,No,None,,,,
20091030CAWIL,18,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20091106PAHAW,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,Yes,
20091211LABOS,28,Adult,Male,Unknown,Intimate Relationship,Fled/Apprehended,No,None,,,N/A,
20100120ALLIL,32,Adult,Male,Black,Intimate Relationship,Fled/Apprehended,No,None,,,,
20100205ALDIM,14,Minor,Male,Middle Eastern,Student,Apprehended/Killed by SRO,No,None,Murder,Plea deal for 30 years (elligible for parole in 2026),Yes,
20100210TNINK,48,Adult,Male,Unknown,Teacher,Fled/Apprehended,No,None,Attempted first degree murder X2,"Guilty, 56 years",N/A,
20100223CODEL,32,Adult,Male,White,Former Student,Subdued by Students/Staff/Other,No,None,,Not guilty by insanity,N/A,
20100226WABIT,30,Adult,Male,White,Intimate Relationship,Fled/Apprehended,No,None,,,,
20100428VAWOP,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,"Brandishing firearm, possession of firearm on school propoerty, 3 counts of discharging firearm on school property.",convicted of 5 counts and sentenced to 36 years in prison. ,,
20100518CASOS,17,Teen,Male,Unknown,Former Student,Fled/Apprehended,No,None,,,,
20100830TNSUB,62,Adult,Male,White,Relative,Apprehended/Killed by SRO,No,None,Killed,,N/A,Stalking
20100908MIMUD,17,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20100921SCSOC,15,Teen,Male,White,Student,Apprehended/Killed by SRO,No,None,Attempted Murder,"Sentenced to 6 years. Helms entered an Alford plea on a charge of attempted murder, meaning he believed prosecutors had enough evidence to convict him of the charge. He also pleaded guilty to two of three charges of possessing or manufacturing bombs.",Yes,
20101001CAALS,,Unknown,,Unknown,Unknown,Fled/Apprehended,No,None,No,,,
20101008CAKEC,41,Adult,Male,White,No Relation,Subdued by Students/Staff/Other,No,None,,,,
20101023KSTOT,19,Adult,Male,White,No Relation,Fled/Apprehended,No,None,"second-degree murder, attempted second-degree murder, conspiracy to distribute hallucinogenic drugs within 1,000 feet of a school; and attempt to cultivate, distribute, and possess with intent to distribute hallucinogenic drugs within 1,000 feet of a scho",23 years and nine months in prison,N/A,No
20101023KSTOT,21,Adult,Male,White,No Relation,Fled/Apprehended,No,None,felony first-degree murder and attempted second-degree murder,Life and prison + four years and 11 months in prison,N/A,No
20101129WIMAM,15,Teen,Male,White,Student,Suicide,Yes,Suicide,N/A,,,No
20101206COAUA,23,Adult,Male,White,Former Student,Fled/Apprehended,No,None,six counts of attempted first-degree murder,initially sentenced to 35 years in prison but sentence was reversed after an appeal,N/A,No
20110104INCRC,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,N,N/A,,
20110105NEMIO,17,Teen,Male,Other,Student,Fled/Escaped,Yes,Suicide,N/A,,,Crimninal tresspasing and an unknown charge in the past
20110118CAGAL,17,Teen,Male,Black,Student,Surrendered,No,None,possession of a firearm in a school zone and discharge of a firearm in a school zone; assault with a deadly weapon was dropped,9 months in a juvenile camp,No,"probation, punching another student"
20110202CALOP,44,Adult,Male,White,Other Staff,Fled/Apprehended,No,None,first degree murder,25 years to life in prison,N/A,No
20110325INMAM,16,Teen,Male,White,Former Student,Fled/Apprehended,No,None,"attempted murder, aggravated battery, carrying a handgun without a permit on school property, tresspassing on school property, and possessing a firearm on school property"," 35 years - 30 in prison, 5 on probation",Yes,"Adjudicated as a delinquent and was placed on formal probation, which he violated by making the bomb threat"
20110330TXWOH,Teen,Adult,Male,Black,Rival School Student,Fled/Escaped,No,Wounded,,,,probation for six months
20110330TXWOH,Teen,Adult,Male,Black,Rival School Student,Fled/Escaped,No,Wounded,,,,probation for six months
20110330TXWOH,,Unknown,Male,Black,Unknown,Fled/Escaped,No,None,,,,probation for six months
20110413FLSHA,17,Teen,Male,Unknown,Unknown,Fled/Apprehended,No,None,"felony charges for carrying a weapon on school grounds, firing a weapon in public, and disrupting a school function",,Yes,No
20110419TXBEH,6,Minor,Male,Unknown,Student,Unknown,No,None,No,,No,No
20110517WAHOE,16,Teen,Male,Unknown,Unknown,Fled/Apprehended,No,None,first-degree assault,10 years in prison,Yes,Assault and stealing cars
20110523HIHIP,14,Minor,Male,Hawaiian/Pacific Islander,Student,Surrendered,No,None,Y,,No,No
20110923WAISS,51,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,N/A,
20110930NCGAC,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,charged with having a gun on school property,,N/A,
20110930ORWIP,20,Adult,Male,White,Unknown,Fled/Apprehended,No,None,"20-year-old Jesse Jacques Regen and 20-year-old Curtis Allen McMahon. Both faced several charges, including attempted murder with a firearm, attempted assault, reckless endangerment and unlawful use of a weapon.
Also arrested were 17-year-old Austin Micha",,No,
20110930ORWIP,20,Adult,Male,White,Unknown,Fled/Apprehended,No,None,"20-year-old Jesse Jacques Regen and 20-year-old Curtis Allen McMahon. Both faced several charges, including attempted murder with a firearm, attempted assault, reckless endangerment and unlawful use of a weapon.
Also arrested were 17-year-old Austin Micha",,No,
20111024NCCAF,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,"Attempted first degree murder, Discharging a deadly weapon with intent to kill, Inflicting serious injury, Discharging a weapon on educational property, Possession of a firearm on educational property","at least 12 years and one month, and no more than 15 years, three months",Yes,No
20111212TXHAE,36,Adult,Male,White,No Relation,Surrendered,No,None,Yes,Criminal Negligence - three years probation,No,
20111228MINOF,17,Teen,Male,Black,Unknown,Fled/Apprehended,No,None,4 counts of assault with intent to murder (each),,,
20111228MINOF,17,Teen,Male,Black,Unknown,Fled/Apprehended,No,None,4 counts of assault with intent to murder (each),,,
20120104TXCUB,Child,Adult,,Unknown,Student,Apprehended/Killed by LE,Yes,Fatal,,N/A,,No
20120110TXNOH,18,Adult,Male,Black,Student,Subdued by Students/Staff/Other,No,None,aggravated assault with a deadly weapon and bringing a gun to the campus,,N/A,No
20120210NHWAW,14,Minor,Male,White,Student,Attempted Suicide,No,Wounded,,,,No
20120222WAARB,10,Minor,Male,White,Student,Surrendered,No,None,theft of a firearm,,No,No
20120227OHCHC,17,Teen,Male,White,Student,Surrendered,No,None,"three counts of aggravated murder, two counts of attempted aggravated murder and one count of felonious assault",life in prison without parole; defense unsuccessfully tried NGRI,N/A,No
20120306FLEPJ,28,Adult,Male,White,Former Teacher,Suicide,Yes,Suicide,,,N/A,No
20120315ALLEM,16,Teen,Male,Black,Former Student,Surrendered,No,None,"two counts of attempted murder, possessing a gun on school property with intent to commit bodily harm, and shooting into an unoccupied vehicle",,Yes,Burglary charge when he was 8; disorderly conduct and trespassing
20120401ARKIR,18,Adult,Male,White,No Relation,Fled/Apprehended,No,None,"four counts aggravated assault, carrying a weapon on school property, possession of a weapon, and disorderly conduct. ",,,No
