incidentid,race,injury,gender,schoolaffiliation,age,age category 
20180926MDMAB,N/A,None,,,,Unknown
20180927TXHEC,N/A,Wounded,Male,Nonstudent,31,Adult
20180928SDCHC,N/A,None,Male,No Relation,20,Adult
20181002ARCHL,N/A,None,,,,Unknown
20181003AKDEA,N/A,Wounded,Male,Relative,Adult,Adult
20181004ORJAP,N/A,None,,,,Unknown
20181005TNHAB,N/A,Wounded,Unknown,Student,Teen,Teen
20181005TNHAB,N/A,Wounded,Unknown,Student,Teen,Teen
20181005VALAN,N/A,Wounded,,,,Unknown
20181007VAVAH,N/A,Wounded,Male,Other Staff,Adult,Adult
20181012MIBAB,N/A,None,,,,Unknown
20181013TNMCN,N/A,Fatal,Male,,18,Adult
20181013TNMCN,N/A,Wounded,Male,,Adult,Adult
20181020GASHS,Black,Fatal,Male,Police Officer/SRO,Adult,Adult
20181022CTDUB,N/A,None,,,,Unknown
20181023NHGOM,N/A,Wounded,Female,Teacher,Adult,Adult
20181025MICOD,N/A,None,Male,Student,15,Teen
20181029NCBUM,Black,Fatal,Male,Student,16,Teen
20181104KYCRL,N/A,Fatal,Male,No Relation,Adult,Adult
20181104KYCRL,N/A,Wounded,Male,No Relation,Adult,Adult
20181105SCACC,N/A,None,Male,Student,13,Child
20181108CACLS,N/A,Wounded,Male,No Relation,Adult,Adult
20181109GAGAM,N/A,None,,,,Unknown
20181112MDEAE,N/A,None,Male,Police Officer/SRO,Adult,Adult
20181120VASIP,N/A,Wounded,Female,Parent,Adult,Adult
20181121MIPEP,N/A,None,,,,Unknown
20181122TXSKD,Hispanic,Fatal,Male,,17,Teen
20181122WAMOD,N/A,Wounded,Male,No Relation,21,Adult
20181124OHAFC,N/A,Wounded,Male,No Relation,20,Adult
20181124OHAFC,N/A,Wounded,Male,No Relation,Adult,Adult
20181128PASTP,N/A,None,,,,Unknown
20181210NYJEJ,N/A,None,Male,Student,17,Teen
20181211KYCAC,N/A,Wounded,Male,No Relation,20,Adult
20181211KYCAC,N/A,Wounded,Female,No Relation,15,Teen
20181213INDER,N/A,None,Male,Student,14,Child
20181214MOWIK,N/A,None,,,,Unknown
20181218DEAIG,N/A,None,,,,Unknown
20190107CACEB,Unknown,Fatal,Male,No Relation,17,Teen
20190111ORCAE,N/A,Fatal,Male,Parent,30,Adult
20190118ALCET,N/A,None,Female,Intimate Relationship,Adult,Adult
20190118MOHAS,N/A,None,,,,Unknown
20190118NCSHD,N/A,Wounded,,Bus Driver,Adult,Adult
20190119KSLAO,N/A,Wounded,Male,No Relation,16,Teen
20190119KSLAO,N/A,Wounded,Male,No Relation,15,Teen
20190123LASOS,N/A,Wounded,Male,No Relation,Adult,Adult
20190125ALDAM,N/A,Wounded,Male,Student,17,Teen
20190125ALDAM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20,Adult
20190125TNMAM,N/A,None,,,,Unknown
20190130GAMIL,N/A,Wounded,Male,No Relation,Adult,Adult
20190131TNMAM,N/A,Wounded,Male,Student,14,Child
20190131TXATA,N/A,Wounded,Male,Student,16,Teen
20190205MNMIM,N/A,Wounded,Male,Bus Driver,,Unknown
20190208MDFRB,N/A,Wounded,Male,Other Staff,56,Adult
20190212MOCEK,Black,Fatal,Female,Student,15,Teen
20190214NMV.R,N/A,None,,,,Unknown
20190217COEAA,Black,Fatal,Male,Principal/Vice-Principal,46,Adult
20190226ALROM,N/A,Wounded,Male,Student,17,Teen
20190301KSHIM,N/A,None,,,,Unknown
20190313FLLAO,N/A,None,Female,Student,17,Teen
20190322ALBLB,N/A,Minor Injuries,Unknown,Student,Child,Child
20190327MSSVH,Black,Wounded,Male,Student,10,Child
20190401ARPRP,N/A,Wounded,Male,Student,14,Child
20190403COAUA,N/A,None,,,,Unknown
20190403FLSAJ,N/A,None,,,,Unknown
20190405WISTM,N/A,Wounded,,Student,10,Child
20190407MAHOL,N/A,None,,,,Unknown
20190410TXROH,N/A,Wounded,Male,Student,15,Teen
20190417ILWAL,N/A,None,Male,Student,12,Child
20190424ARCOC,N/A,None,Male,Student,14,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190425GAWYS,N/A,Minor Injuries,,Student,Child,Child
20190426GACRF,N/A,None,,,,Unknown
20190430FLWEW,N/A,None,,,,Unknown
20190430VACDW,N/A,None,,,,Unknown
20190507COSTH,N/A,Fatal,Male,Student,18,Adult
20190507COSTH,N/A,Wounded,,Student,Teen,Teen
20190507COSTH,N/A,Wounded,,Student,Teen,Teen
20190507COSTH,N/A,Wounded,,Student,Teen,Teen
20190507COSTH,N/A,Wounded,,Student,Teen,Teen
20190507COSTH,N/A,Wounded,,Student,Teen,Teen
20190507COSTH,N/A,Wounded,,Student,Teen,Teen
20190507COSTH,N/A,Wounded,,Student,Teen,Teen
20190507COSTH,N/A,Wounded,,Student,15,Teen
20190508ILSEC,N/A,Wounded,Male,Student,19,Adult
20190517FLTEJ,Black,Wounded,Male,Student,16,Teen
20190517ORPAP,N/A,None,,,,Unknown
20190530DCHEW,N/A,None,,,,Unknown
20190606ILGEC,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,25,Adult
20190610ILMEW,Hispanic,Wounded,Male,No Relation,27,Adult
20190612DCHEW,N/A,None,,,,Unknown
20190612PAJEE,N/A,None,Male,No Relation,18,Adult
20190613NJTAW,N/A,None,,,,Unknown
20190621MICAF,N/A,Wounded,Male,Unknown,15,Teen
20190629COJAC,N/A,Fatal,Male,No Relation,18,Adult
20190629COJAC,N/A,Fatal,Male,No Relation,22,Adult
20190701NYSCN,Black,Wounded,Male,No Relation,13,Child
20190702AKWIA,N/A,Wounded,Male,No Relation,Teen,Teen
20190711CTBUH,Hispanic,Fatal,Male,No Relation,34,Adult
20190719CAMOS,N/A,None,,,,Unknown
20190808ALBLM,N/A,None,,,,Unknown
20190815TNEAN,N/A,None,,,,Unknown
20190817GALAA,Black,Wounded,Male,Student,16,Teen
20190817GALAA,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12,Child
20190820PASAC,N/A,None,Male,Parent,Adult,Adult
20190823GAPEC,N/A,Wounded,Male,Nonstudent,12,Child
20190823MOPAS,N/A,None,,,,Unknown
20190823MOROS,Black,Fatal,Female,Student,16,Teen
20190824PAWIP,Black,Fatal,Male,No Relation,14,Child
20190827CAHOL,N/A,Wounded,Male,Student,Teen,Teen
20190827NYROR,N/A,None,,,,Unknown
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830ALLAM,N/A,Wounded,,Student,Teen,Teen
20190830NCKIK,N/A,None,,,,Unknown
20190830OHCET,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16,Teen
20190902MDNOB,N/A,Fatal,Male,No Relation,Adult,Adult
20190902MDNOB,N/A,Wounded,Male,No Relation,Adult,Adult
20190902MDNOB,N/A,Wounded,Male,No Relation,Adult,Adult
20190906ALCEC,N/A,None,,,,Unknown
20190906PAMCJ,Black,Fatal,Male,,48,Adult
20190906PAWEM,N/A,Wounded,Female,Student,,Unknown
20190910SCSOA,N/A,None,,,,Unknown
20190912KSMAM,N/A,None,,,,Unknown
20190913UTGRW,N/A,None,,,,Unknown
20190913VAETN,N/A,Wounded,,Student,14,Child
20190913VAETN,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20190913VAETN,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20190914TXEAF,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12,Child
20190914TXEAF,N/A,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20190916ILILK,N/A,None,,,,Unknown
20190916VAPHH,N/A,Fatal,Male,No Relation,38,Adult
20190920PASIP,N/A,Wounded,Male,Unknown,14,Child
20190920PASIP,N/A,Wounded,Male,Unknown,15,Teen
20190927NCZEC,N/A,None,,,,Unknown
20191002GASOA,N/A,None,,,,Unknown
20191008COSHS,N/A,Wounded,Male,Rival School Student,Teen,Teen
20191008TXWEH,N/A,Wounded,,Student,Teen,Teen
20191009MAGRL,N/A,Wounded,,Student,Child,Child
20191009MAGRL,N/A,Wounded,,Student,Child,Child
20191009MAGRL,N/A,Wounded,,Student,Child,Child
20191009MAGRL,N/A,Wounded,,Student,Child,Child
20191009MAGRL,N/A,Wounded,,Student,Child,Child
20191011LARAR,N/A,None,,,,Unknown
20191015LAGEN,N/A,Wounded,Male,Student,17,Teen
20191018GACRS,N/A,Wounded,Male,,,Unknown
20191018OHWOT,N/A,None,,,,Unknown
20191022CARIS,N/A,Wounded,Male,Student,16,Teen
20191027MDLAL,N/A,Wounded,Female,No Relation,38,Adult
20191029NYNEN,N/A,Wounded,Female,Student,16,Teen
20191108CAEDS,N/A,None,,,,Unknown
20191108TXROD,Black,Fatal,Male,Former Student,15,Teen
20191111MDACB,N/A,Wounded,Male,Student,19,Adult
20191113CAESL,N/A,Fatal,Male,No Relation,Adult,Adult
20191114CASAS,N/A,Fatal,Male,Student,14,Child
20191114CASAS,N/A,Fatal,Female,Student,15,Teen
20191114CASAS,N/A,Wounded,Female,Student,15,Teen
20191114CASAS,N/A,Wounded,Female,Student,14,Child
20191114CASAS,N/A,Wounded,Male,Student,14,Child
20191115NJPLP,N/A,Fatal,Male,Relative,10,Child
20191115NJPLP,N/A,Wounded,Male,Student,15,Teen
20191115NJPLP,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,27,Adult
20191121ILRIO,N/A,Wounded,,Student,14,Child
20191124CASEU,N/A,Fatal,Male,No Relation,14,Child
20191124CASEU,N/A,Fatal,Male,No Relation,11,Child
20191125ILCAC,N/A,Wounded,Male,No Relation,37,Adult
20191126WASAV,N/A,Wounded,Female,Parent,Adult,Adult
20191126WASAV,N/A,Wounded,Female,Parent,Adult,Adult
20191201ALMOM,White,Fatal,Female,No Relation,31,Adult
20191202WIWAW,N/A,None,Male,Student,18,Adult
20191203WIOSO,N/A,Wounded,Male,Student,16,Teen
20191203WITHM,N/A,Wounded,Female,Student,Teen,Teen
20191203WITHM,N/A,Wounded,Female,Student,Teen,Teen
20191204NMPIL,N/A,None,,,,Unknown
20191210ALDED,N/A,None,,,,Unknown
20191210KSJCK,N/A,None,,,,Unknown
20191210NJSAJ,N/A,None,,,,Unknown
20191211INEVE,N/A,None,,,,Unknown
20191211KSCHT,N/A,None,,,,Unknown
20191213VAMAN,N/A,None,Male,Student,17,Teen
20191216CTCAN,N/A,Wounded,Male,Parent,Adult,Adult
20191219FLLEN,N/A,Fatal,Female,Student,Adult,Adult
20191221LAWES,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20191221LAWES,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20191221LAWES,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20191221LAWES,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20191228MOMAS,Black,Fatal,Male,Student,13,Child
20200107WASOK,N/A,None,,,,Unknown
20200108FLGLB,N/A,None,,,,Unknown
20200110MSMCJ,N/A,Wounded,Male,Student,Teen,Teen
20200111TXELD,N/A,Fatal,Male,Former Student,18,Adult
20200111TXELD,N/A,Wounded,Male,Police Officer/SRO,Officer,Officer
20200114TXBEH,N/A,Fatal,Male,Student,19,Adult
20200114TXPOM,N/A,None,,,,Unknown
20200117MITHH,N/A,Wounded,Male,Parent,Adult,Adult
20200117SCCAS,N/A,None,Male,Student,16,Teen
20200119TXNOF,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20200119TXNOF,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,10,Child
20200121ILLIC,N/A,Wounded,Male,Student,17,Teen
20200121NEPAL,N/A,None,,,,Unknown
20200123CAOXO,N/A,Wounded,Female,Student,9,Child
20200127WAROY,N/A,None,,,,Unknown
20200128NYMAQ,N/A,None,Male,Student,16,Teen
20200128TNWHM,N/A,Wounded,Male,,,Unknown
20200128TXLUL,Black,Wounded,Male,Student,17,Teen
20200131CADEA,N/A,Fatal,Male,Student,16,Teen
20200201TXHIH,N/A,Wounded,Male,No Relation,Adult,Adult
20200203FLGEJ,N/A,Wounded,Male,No Relation,Adult,Adult
20200204LABEA,N/A,None,,,,Unknown
20200205NHSEC,N/A,None,Male,Student,17,Teen
20200212MOJOF,N/A,None,,,,Unknown
20200215DCDUW,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,34,Adult
20200221NMCEA,N/A,None,,,,Unknown
20200302TXNOF,N/A,None,,,,Unknown
20200305FLSAW,N/A,Wounded,Male,Police Officer/SRO,,Unknown
20200310PASHN,N/A,None,,,,Unknown
20200313TNPIR,N/A,None,,,,Unknown
20200315TXATH,Black,Fatal,Male,Former Teacher,19,Adult
20200318LABOS,N/A,Wounded,Male,Student,15,Teen
20200324LAROM,N/A,Wounded,Male,,,Unknown
20200330GANAS,N/A,Wounded,,No Relation,,Unknown
20200330GANAS,N/A,Wounded,,No Relation,,Unknown
20200330GANAS,N/A,Wounded,,No Relation,,Unknown
20200413NEMOO,N/A,Wounded,Male,No Relation,18,Adult
20200505CAGOV,Hispanic,Fatal,Male,No Relation,18,Adult
20200505CAGOV,Hispanic,Fatal,Male,No Relation,19,Adult
20200505CAGOV,Hispanic,Fatal,Male,No Relation,19,Adult
20200515NCSTC,N/A,None,,,,Unknown
20200519VAWEM,N/A,None,,,,Unknown
20200522OHMIC,N/A,Fatal,Male,No Relation,34,Adult
20200525ALORM,N/A,Wounded,Male,No Relation,Adult,Adult
20200525ALORM,N/A,Wounded,Male,No Relation,Adult,Adult
20200525ALORM,N/A,Wounded,Male,No Relation,Adult,Adult
20200527OHLUC,N/A,None,,,,Unknown
20200603IAGAD,N/A,Wounded,Male,No Relation,18,Adult
20200616FLTOM,N/A,Fatal,Male,No Relation,Adult,Adult
20200616FLTOM,N/A,Wounded,Male,No Relation,Adult,Adult
20200618INJOI,N/A,Fatal,Male,No Relation,37,Adult
20200701ILFRP,N/A,None,,,,Unknown
20200704INLAM,Hispanic,Fatal,Male,No Relation,,Unknown
20200714MIWID,N/A,None,,,,Unknown
20200721SCBRO,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,28,Adult
20200804PAKEP,N/A,Fatal,Male,No Relation,26,Adult
20200817MIABG,N/A,Wounded,Male,No Relation,Adult,Adult
20200825MOWEC,N/A,Wounded,Male,No Relation,Adult,Adult
19850418TNSOS,N/A,Wounded,Female,Teacher,33,Adult
20190522OHSAC,Black,Fatal,Male,No Relation,14,Child
20190522OHSAC,N/A,Wounded,Female,No Relation,14,Child
20200205NHSEC,N/A,None,Female,Teacher,Adult,Adult
20200830TXLOD,Hispanic,Fatal,Male,No Relation,27,Adult
20200904FLLOJ,N/A,Wounded,Male,No Relation,27,Adult
20200903GADOA,N/A,Fatal,Male,No Relation,18,Adult
20200909TXSOH,N/A,Wounded,Male,No Relation,18,Adult
20200910ILPEP,N/A,None,,Student,,Unknown
20191022NJBRB,N/A,Wounded,Male,Student,Teen,Teen
20200916WAARG,N/A,Wounded,Male,No Relation,Adult,Adult
20200917OHELA,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20200917OHELA,N/A,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,40,Adult
20200916CASOS,N/A,Fatal,Male,,17,Teen
20200918KYWIL,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20200917ORDRP,N/A,Wounded,,No Relation,Adult,Adult
20200909PAWEW,N/A,None,Male,No Relation,Adult,Adult
20200923FLHIJ,N/A,None,,,,Unknown
20200923PAWIW,N/A,None,Male,,,Unknown
20200928CTEAN,N/A,Wounded,Male,No Relation,18,Adult
20200925NJHAH,N/A,Wounded,Male,No Relation,41,Adult
20150521FLDUJ,N/A,Wounded,Female,Student,Teen,Teen
20150521FLDUJ,N/A,Wounded,Female,Student,Teen,Teen
20190918MNFOC,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,45,Adult
20200930CADYL,Black,Wounded,Male,Student,18,Adult
20200930CADYL,N/A,Wounded,,No Relation,Adult,Adult
20130129ALDAM,N/A,Fatal,Male,Bus Driver,66,Adult
20201005OKSOM,N/A,Minor Injuries,,Student,Teen,Teen
20201005ARKIH,Black,Fatal,Male,,36,Adult
20201005ARKIH,N/A,Wounded,Male,,Adult,Adult
20201009FLJEJ,N/A,Wounded,Male,Student,18,Adult
20201012TXNOD,N/A,None,Male,No Relation,Adult,Adult
20161216FLSAJ,N/A,Minor Injuries,,Student,Teen,Teen
20190327FLMAJ,N/A,Wounded,Male,Student,12,Child
20190927CADER,N/A,Wounded,Female,Student,16,Teen
20190927CADER,N/A,Wounded,Male,Student,17,Teen
20190927CADER,N/A,Wounded,Male,Student,17,Teen
20201013RIRHP,Black,Fatal,Male,No Relation,19,Adult
20201013RIRHP,N/A,Wounded,Male,No Relation,Adult,Adult
20201013RIRHP,N/A,Wounded,Male,No Relation,Adult,Adult
20201014PABRB,N/A,None,Male,Bus Driver,Adult,Adult
20201018KYSEL,N/A,Wounded,,,Teen,Teen
20201018KYSEL,N/A,Wounded,,,Teen,Teen
20201018KYSEL,N/A,Wounded,null,null,Teen,Teen
20201014WAWAS,N/A,None,Male,No Relation,Adult,Adult
20201020ARJAP,N/A,Fatal,Male,,16,Teen
20201026GARIR,N/A,Fatal,Male,No Relation,28,Adult
20201029FLLAM,N/A,Fatal,Male,No Relation,Adult,Adult
20201029FLLAM,N/A,Fatal,Male,No Relation,Adult,Adult
20201109TXCOH,Hispanic,Fatal,Male,No Relation,Adult,Adult
20201112PANAH,N/A,Fatal,Male,No Relation,17,Teen
20201112CACEU,N/A,Wounded,Male,No Relation,Adult,Adult
20201113NCLIL,White,Wounded,Male,Student,6,Child
20201116TNWIM,N/A,None,Female,No Relation,Adult,Adult
20201124NCHEH,N/A,Wounded,Female,Student,12,Child
20201125KSABG,N/A,Wounded,Male,No Relation,16,Teen
20201207ILEAC,N/A,Fatal,Male,No Relation,21,Adult
20201216ILDUC,Black,Fatal,Male,No Relation,19,Adult
20201229WAROS,N/A,Wounded,Male,,Teen,Teen
20201229WAROS,N/A,Wounded,Male,,Teen,Teen
20210114MDHIW,N/A,Fatal,Male,No Relation,21,Adult
20210110ILSOS,Black,Wounded,Female,Student,16,Teen
20210110ILSOS,N/A,Wounded,Female,Relative,20,Adult
20210121OHEAC,N/A,Wounded,Male,No Relation,19,Adult
20210127FLHOH,N/A,Minor Injuries,,Student,Teen,Teen
20210201MIMUD,N/A,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,,Unknown
20210205MDBEM,N/A,Wounded,Male,No Relation,Adult,Adult
20210210TXFOF,N/A,Fatal,Male,No Relation,Adult,Adult
20210210NJSCP,N/A,Fatal,Female,No Relation,41,Adult
20210210LASTS,N/A,Minor Injuries,Male,Student,4,Child
20210214MNROM,N/A,Fatal,Male,No Relation,53,Adult
20210214MNROM,N/A,Fatal,Female,No Relation,34,Adult
20210214MNROM,N/A,Wounded,,No Relation,Adult,Adult
20210219ILLIR,N/A,Fatal,Male,No Relation,30,Adult
20210222CAHOV,N/A,Wounded,Male,No Relation,Adult,Adult
20210224WAGAY,N/A,Wounded,Male,No Relation,16,Teen
20210226LAGEN,Black,Fatal,Male,Police Officer/SRO,38,Adult
20210301ARWAP,N/A,Fatal,Male,Student,15,Teen
20210308SCEDC,N/A,Wounded,Male,Relative,Adult,Adult
20210311OHCIC,N/A,Wounded,Male,No Relation,Adult,Adult
20210313TXLEA,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210324ORFOS,N/A,Wounded,Male,No Relation,17,Teen
20210324ORFOS,N/A,Fatal,Male,No Relation,17,Teen
20210327MAPEC,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20210401ALSES,N/A,None,Male,Student,Teen,Teen
19790226CABAB,N/A,Wounded,Male,Student,Teen,Teen
19790226CABAB,N/A,Wounded,Male,Student,Teen,Teen
19790226CABAB,N/A,Wounded,Female,Student,Teen,Teen
20210407ILPEP,N/A,None,Male,Student,16,Teen
20210315INMEM,Black,Fatal,Male,No Relation,18,Adult
20210315INMEM,N/A,Wounded,Male,No Relation,Teen,Teen
20210412TNAUK,N/A,Wounded,Male,Police Officer/SRO,Adult,Adult
20210411INBIH,N/A,Fatal,Female,No Relation,43,Adult
20210412CASAS,N/A,None,Female,No Relation,33,Adult
20210413TNMAC,N/A,None,null,Bus Driver,Adult,Adult
20170415ORMEP,White,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,38,Adult
20210418OHWED,N/A,Fatal,Male,No Relation,16,Teen
20210418OHWED,N/A,Wounded,Male,No Relation,Teen,Teen
20210420TXHAH,Black,Fatal,Male,No Relation,19,Adult
20210427DESMS,N/A,Fatal,Female,Parent,38,Adult
20210429NYURB,N/A,Fatal,Male,Student,17,Teen
20210429CAVIV,N/A,Wounded,Male,Student,16,Teen
20210430INMAI,N/A,Wounded,Female,Parent,Adult,Adult
20210501MNBES,N/A,None,Male,No Relation,Adult,Adult
20210501MNBES,N/A,None,Male,No Relation,Adult,Adult
20210502ILCHC,N/A,Wounded,Male,No Relation,29,Adult
20210502ILCHC,N/A,Wounded,Male,No Relation,20,Adult
20210502ILCHC,N/A,Wounded,Female,No Relation,32,Adult
20210502ILCHC,N/A,Wounded,Female,No Relation,26,Adult
20210502ILCHC,N/A,Wounded,Female,No Relation,21,Adult
20210506IDRIR,N/A,Wounded,Male,Student,Teen,Teen
20210506IDRIR,N/A,Wounded,Female,Student,11,Child
20210506IDRIR,N/A,Wounded,Male,Other Staff,Adult,Adult
19890209IDRIR,N/A,None,Female,Student,14,Child
19890209IDRIR,N/A,None,null,Student,Teen,Teen
19890209IDRIR,N/A,None,null,Teacher,Adult,Adult
20210506SCFOC,N/A,None,Male,Bus Driver,Adult,Adult
20210505MICRC,N/A,Wounded,Male,No Relation,Adult,Adult
20210514CASAS,Asian,Fatal,Male,No Relation,19,Adult
20210517TNAUM,N/A,Wounded,Male,No Relation,Adult,Adult
20210511NYPSB,N/A,Wounded,Male,No Relation,16,Teen
20210601ILLIC,N/A,Wounded,Male,null,17,Teen
20210607TXEAF,N/A,Fatal,Male,Student,17,Teen
20210608KSHAK,N/A,Fatal,Male,No Relation,15,Teen
20210609TXNOH,Black,Wounded,Male,Student,18,Adult
20210609VAWIR,N/A,Wounded,Male,Student,Teen,Teen
20210612MOMCF,Black,Fatal,Male,Student,18,Adult
20210613PAWIP,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210614TXEAF,N/A,Wounded,Male,null,Adult,Adult
20210620CAGRM,N/A,Wounded,Male,No Relation,Adult,Adult
20210624ILABR,N/A,Wounded,Male,No Relation,Adult,Adult
20210628CASLF,N/A,Wounded,Male,No Relation,Adult,Adult
20210704NYDRR,N/A,Fatal,Male,null,16,Teen
20210708ILBEC,N/A,Wounded,Female,No Relation,34,Adult
20210708ILBEC,N/A,Wounded,Male,Student,16,Teen
20210719TXCAC,N/A,Minor Injuries,Male,Student,17,Teen
20210719TXCAC,N/A,Minor Injuries,Female,Student,17,Teen
20210721ILTHC,N/A,Wounded,Male,No Relation,18,Adult
20210721ILTHC,N/A,Wounded,Male,No Relation,15,Teen
20210721ILTHC,N/A,Wounded,Male,No Relation,17,Teen
20210721ILTHC,N/A,Wounded,Male,No Relation,14,Child
20210721ILTHC,N/A,Wounded,Male,No Relation,22,Adult
20210727WATYS,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210517TXBRE,N/A,Minor Injuries,Female,Student,13,Child
20210517TXBRE,N/A,Minor Injuries,Male,Student,Teen,Teen
20210804ALBUM,N/A,Wounded,Male,null,Teen,Teen
20210804ALBUM,N/A,Wounded,Male,null,Teen,Teen
20210806LASTH,N/A,Wounded,Female,Parent,60,Adult
20210807ORGIP,N/A,Fatal,Male,No Relation,Adult,Adult
20210811COMAC,N/A,Wounded,Male,No Relation,Adult,Adult
20210810OHEAC,N/A,Wounded,Male,Former Student,15,Teen
20210812GALIL,N/A,Wounded,Male,null,Adult,Adult
20210813NMWAA,N/A,Fatal,Male,Student,13,Child
20210814ILMAC,N/A,Wounded,Male,No Relation,15,Teen
20180425NMHIA,N/A,Wounded,Male,Parent,Adult,Adult
20210818SCORO,N/A,Wounded,null,Student,Teen,Teen
20210818SCORO,N/A,Wounded,null,Student,Teen,Teen
20210818SCORO,N/A,Wounded,null,Student,Teen,Teen
20210817COYED,N/A,Fatal,Male,Student,18,Adult
20210820NEMIO,Black,Wounded,Male,No Relation,24,Adult
20210820NEMIO,Black,Wounded,Female,No Relation,29,Adult
20210820CACEF,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20210822ILWER,N/A,Wounded,Male,Student,13,Child
20170813NYHUH,N/A,Wounded,null,Student,Child,Child
20170813NYHUH,N/A,Wounded,null,Student,Child,Child
20210901NCMTW,Black,Fatal,Male,Student,15,Teen
20210830NCNEW,N/A,Wounded,Male,Student,Teen,Teen
20210827INHAH,N/A,Wounded,null,Student,Teen,Teen
20210827INHAH,N/A,Wounded,null,Student,Teen,Teen
20210908MNPRB,N/A,Wounded,Male,No Relation,Adult,Adult
20210909ILCHC,N/A,Wounded,Male,No Relation,34,Adult
20210902INWEG,N/A,Wounded,Male,Student,Teen,Teen
20210901ILFRC,N/A,Fatal,Male,No Relation,41,Adult
20210827KYAPO,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210915KYMAL,N/A,Wounded,Male,No Relation,Adult,Adult
20210917PAWEP,N/A,Wounded,null,Student,16,Teen
20210917PAWEP,N/A,Wounded,null,Student,14,Child
20210918COWIC,N/A,Wounded,null,Student,Teen,Teen
20210918COWIC,N/A,Wounded,null,Student,Teen,Teen
20210918COWIC,N/A,Wounded,null,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210917TNAUK,N/A,Wounded,Male,null,Teen,Teen
20210913SCEDC,N/A,Wounded,Male,Parent,Adult,Adult
20210902CASAL,N/A,Wounded,Male,Student,Teen,Teen
20210902CASAL,N/A,Wounded,Male,Student,Teen,Teen
20210920OHEAC,N/A,Wounded,Male,No Relation,14,Child
20210920OHEAC,N/A,Wounded,Male,No Relation,15,Teen
20210920OHEAC,N/A,Wounded,Male,No Relation,19,Adult
20210921PAVAP,N/A,Wounded,Male,Student,15,Teen
20210920VAHEN,N/A,Wounded,Male,Student,17,Teen
20210920VAHEN,N/A,Wounded,Female,Student,17,Teen
20210921KSEAW,N/A,Wounded,Male,Student,17,Teen
